density,name,color,hardness,luster,streak,color3
3.66,Jarosewichite,"red, dark",4,Vitreous (Glassy),,
3.66,Kanoite,"brown, pink",6-7,Vitreous (Glassy),,
3.66,Maricite,colorless,4-4.5,Vitreous (Glassy),,
3.66,Zippeite,yellow,2,Earthy (Dull),,
3.67,Brandtite,colorless,3.5,Vitreous (Glassy),,
3.67,Cejkaite !,"yellow, pale",-,Vitreous (Glassy),,
3.67,Chrysoberyl,"green, blue",8.5,Vitreous (Glassy),,
3.67,Stringhamite,azure,-,Vitreous (Glassy),,
3.67,Triplite,brown,5,Resinous - Greasy,,
3.67,Vistepite,"orange, yellowish",4.5,Vitreous (Glassy),,
3.67,Walstromite,colorless,3.5,Vitreous - Pearly,,
3.67,Oursinite,"yellow, pale",3-3.5,Vitreous (Glassy),,
3.68,Synadelphite,colorless,4.5,Vitreous - Adamantine,,
3.68,Akdalaite,white,7,Vitreous (Glassy),,
3.68,Diversilite-(Ce) !,"orange, yellowish",5,Vitreous (Glassy),,
3.68,Garrelsite-V,colorless,-,Vitreous (Glassy),,
3.68,Gerstmannite,white,4.5,Vitreous - Adamantine,,
3.68,Kupletskite-(Cs),brown,4,Vitreous - Adamantine,,
3.68,Magnesiotaaffeite-6N3S !,"green, light olive",8-8.5,Vitreous (Glassy),,
3.68,Orthojoaquinite-(Ce),yellow,5.5,Vitreous (Glassy),,
3.68,Petedunnite,"green, dark",6,Vitreous (Glassy),,
3.68,Satterlyite,"brown, light",4.5-5,Vitreous (Glassy),,
3.68,Strontiojoaquinite,green,5.5,Vitreous (Glassy),,
3.69,Komarovite,white,4,Adamantine,,
3.69,Ardennite-(As),yellow,6-7,Subadamantine,,
3.69,Graftonite,brown,5,Vitreous - Greasy,,
3.69,Sarcopside,red,4,Silky,,
3.69,Ferrokinoshitalite !,"green, dark",3,Vitreous (Glassy),,
3.69,Petersenite-(Ce),"violet, light",3,Vitreous (Glassy),,
3.69,Piemontite-(Sr) !,"red, dark",6,Vitreous (Glassy),,
3.69,Rhodochrosite,"red, pinkish",3,Vitreous (Glassy),,
3.69,Roselite,"red, dark rose",3.5,Vitreous (Glassy),,
3.69,Agardite-(Y),"green, blue",3-4,Vitreous (Glassy),,
3.70,Alstonite,colorless,4-4.5,Vitreous (Glassy),,
3.70,Arsenolite,blue,1.5,Vitreous - Dull,,
3.70,Asbecasite,lemon,6.5-7,Vitreous (Glassy),,
3.70,Hellandite-(Y),"yellow, green",5.5-6,Vitreous - Greasy,,
3.70,Krasnovite !,"blue, pale",2,Silky,,
3.70,Medaite,"red, brownish",-,Subadamantine,,
3.70,Novacekite,"yellow, light",2.5,Vitreous (Glassy),,
3.70,Olekminskite,white,3,Vitreous (Glassy),,
3.70,Plancheite,blue,5.5,Adamantine - Silky,,
3.70,Seelite-1,yellow,3,Vitreous (Glassy),,
3.70,Seelite-2,yellow,3,Vitreous (Glassy),,
3.70,Triploidite,greenish,4.5-5,Vitreous - Greasy,,
3.70,Tundrite-(Nd),yellow,3,Vitreous (Glassy),,
3.70,Uramphite,"green, bottle",2-2.5,Vitreous (Glassy),,
3.70,Yttropyrochlore-(Y),"brown, dark",4.5-5.5,Resinous,,
3.71,Geminite,"green, light",3-3.5,Vitreous (Glassy),,
3.71,Clinoatacamite !,green,3,Adamantine,,
3.71,Gaspeite,"green, light",4-5,Vitreous - Dull,,
3.71,Perraultite,"brown, orange",4,Vitreous (Glassy),,
3.71,Pretulite !,"pink, pale",5,Adamantine,,
3.71,Roselite-beta,"red, dark rose",3.5-4,Vitreous (Glassy),,
3.71,Staurolite,"yellow, brownish",7-7.5,Vitreous - Dull,,
3.71,Traskite,"red, brownish",5,Vitreous (Glassy),,
3.72,Qingheiite,"green, yellow",5.5,Vitreous (Glassy),,
3.72,Pyroxferroite,colorless,4.5-5.5,Vitreous (Glassy),,
3.72,Agardite-(Ca) !,"green, grass",3-4,Vitreous (Glassy),,
3.72,Agardite-(Ce) !,"green, yellow",3,Vitreous (Glassy),,
3.72,Agardite-(Dy) !,"green, grass",3-4,Vitreous (Glassy),,
3.72,Agardite-(La) !,colorless,3-4,Vitreous (Glassy),,
3.72,Agardite-(Nd) !,"green, grass",3-4,Vitreous (Glassy),,
3.72,Chestermanite,"green, gray",6,Vitreous - Silky,,
3.72,Mcgovernite,"brown, bronze",-,Vitreous - Pearly,,
3.72,Redledgeite,"green, yellow",6-7,Adamantine,,
3.74,Gatehouseite,yellow,4,Adamantine,,
3.74,Goldmanite,"green, dark",6-7,Vitreous (Glassy),,
3.74,Kapitsaite-(Y) !,"pink, light",5.5,Vitreous (Glassy),,
3.74,Paratacamite,"black, greenish",3,Vitreous - Dull,,
3.74,Sanbornite,colorless,5,Vitreous (Glassy),,
3.75,Pyrope,"red, blood",7.5,Vitreous (Glassy),,
3.75,Allanite-(Ce),brown,5.5,Vitreous - Greasy,,
3.75,Allanite-(Y),brown,5.5,Vitreous - Greasy,,
3.75,Dissakisite-(Ce),"brown, yellow",6.5-7,Vitreous (Glassy),,
3.75,Dussertite,green,3.5,Vitreous - Resinous,,
3.75,Holtite,"white, beige",8.5,Vitreous - Resinous,,
3.75,Kyzylkumite,black,6-6.5,Vitreous - Resinous,,
3.75,Metatorbernite,"green, light",2.5,Vitreous - Adamantine,,
3.75,Morimotoite,black,7.5,Adamantine,,
3.75,Poughite,"yellow, brownish",2.5,Vitreous (Glassy),,
3.76,Averievite !,black,4,Resinous - Metallic,,
3.76,Knorringite,"green, blue",6-7,Vitreous (Glassy),,
3.76,Adelite,"gray, blue",5,Resinous,,
3.76,Eveite,"green, apple",4,Vitreous (Glassy),,
3.77,Atacamite,green,3-3.5,Adamantine,,
3.77,Aurichalcite,"green, pale",2,Pearly,,
3.77,Manganlotharmeyerite !,"red, brownish",3,Adamantine,,
3.77,Tilasite,"gray, violet",5,Vitreous - Resinous,,
3.77,Welshite,brown,6,Subadamantine,,
3.78,Flinkite,green,4.5,Vitreous - Greasy,,
3.78,Glaukosphaerite,green,3-4,Vitreous - Dull,,
3.78,Lemanskiite !,"blue, dark",2.5,Vitreous (Glassy),,
3.78,Maleevite !,white,7,Vitreous - Greasy,,
3.78,Strontianite,colorless,3.5,Vitreous (Glassy),,
3.79,Periclase,"yellow, brownish",6,Vitreous (Glassy),,
3.79,Dissakisite-(La) !,black,6.5-7,Vitreous (Glassy),,
3.79,Hentschelite,"green, dark",3.5,Vitreous (Glassy),,
3.79,Penikisite,blue,4,Vitreous (Glassy),,
3.79,Wolfeite,greenish,4.5-5,Vitreous - Greasy,,
3.80,Aenigmatite,brown,5-6,Subadamantine,,
3.80,Tadzhikite-(Ce),"brown, gray",6,Vitreous (Glassy),,
3.80,Tadzhikite-(Y) !,brown,6,Vitreous (Glassy),,
3.80,Astrocyanite-(Ce),blue,2-3,Vitreous - Dull,,
3.80,Cuprosklodowskite,"green, grass",4,Vitreous - Silky,,
3.80,Feitknechtite,"black, brownish",-,Earthy (Dull),,
3.80,Goethite,brown,5-5.5,Adamantine - Silky,,
3.80,Grischunite,"brown, dark reddish",5,Vitreous (Glassy),,
3.80,Haradaite,green,4.5,Vitreous (Glassy),,
3.80,Joaquinite-(Ce),brown,5-5.5,Vitreous (Glassy),,
3.80,Kipushite,"green, emerald",4,Vitreous (Glassy),,
3.80,Leucophoenicite,brown,5.5-6,Vitreous (Glassy),,
3.80,Libethenite,green,4,Vitreous - Greasy,,
3.80,Malachite,green,3.5-4,Vitreous - Silky,,
3.80,Mixite,"green, blue",3.5-4,Adamantine,,
3.80,Montanite,greenish,-,Earthy (Dull),,
3.80,Pyroxmangite,pink,5.5-6,Vitreous - Pearly,,
3.80,Shattuckite,blue,-,Vitreous (Glassy),,
3.80,Strashimirite,white,2.5-3,Greasy (Oily),,
3.80,Strontiopyrochlore *,"brown, light",4,Vitreous - Resinous,,
3.80,Turtmannite !,"yellow, bright",-,Vitreous (Glassy),,
3.80,Tyuyamunite,"yellow, greenish",1.5-2,Adamantine - Pearly,,
3.81,Daqingshanite-(Ce),white,5,Vitreous - Greasy,,
3.81,Gaitite,colorless,5,Vitreous (Glassy),,
3.81,Hyalotekite,white,5.5,Vitreous - Adamantine,,
3.81,Magnesiohogbomite-2N2S,black,6.5,Adamantine,,
3.81,Magnesiohogbomite-2N3S,black,6.5,Adamantine,,
3.81,Magnesiohogbomite-6N6S,black,6.5,Adamantine,,
3.82,Bazirite,colorless,6-6.5,Vitreous (Glassy),,
3.82,Phosphoinnelite !,"brown, yellow",4.5-5,Vitreous - Greasy,,
3.82,Sonolite,"brown, dark",5.5,Vitreous (Glassy),,
3.83,Allactite,"red, brown",4.5,Vitreous - Greasy,,
3.83,Azurite,"blue, azure",3.5-4,Vitreous (Glassy),,
3.83,Goedkenite,colorless,5,Vitreous - Adamantine,,
3.83,Joesmithite,black,5.5,Subadamantine,,
3.83,Manganhumite,brown,4,Vitreous (Glassy),,
3.84,Norsethite,colorless,3.5,Vitreous - Pearly,,
3.84,Apatite-(SrOH),green,5,Vitreous - Greasy,,
3.84,Fredrikssonite,"brown, reddish",6,Vitreous (Glassy),,
3.84,Iriginite,"yellow, canary",1-2,Vitreous - Dull,,
3.84,Lautenthalite,"green, blue",2.5,Vitreous (Glassy),,
3.84,Surkhobite !,"red, brownish",4.5,Vitreous (Glassy),,
3.84,Tiragalloite,orange,-,Subadamantine,,
3.85,Schorlomite,"black, pitch",7-7.5,Vitreous - Metallic,,
3.85,Natrouranospinite,green,2.5,Vitreous - Pearly,,
3.85,Khanneshite,"yellow, light",3-4,Vitreous (Glassy),,
3.85,Metatyuyamunite,"yellow, greenish",2,Subadamantine,,
3.85,Bogvadite,colorless,4,Vitreous (Glassy),,
3.85,Dorallcharite,"yellow, golden",3-4,Earthy (Dull),,
3.85,Herbertsmithite !,"green, dark",3-3.5,Vitreous - Adamantine,,
3.85,Hogtuvaite,black,5.5,Subadamantine,,
3.85,Ludwigite,"green, dark",5.5,Silky,,
3.85,Mendozavilite,yellow,1.5,Vitreous (Glassy),,
3.85,Uranopilite,lemon,-,Silky,,
3.85,Wickenburgite,colorless,5,Vitreous (Glassy),,
3.86,Muirite,orange,2.5,Vitreous (Glassy),,
3.86,Priderite,reddish,7,Adamantine,,
3.86,Stenonite,colorless,3.5,Vitreous (Glassy),,
3.86,Strakhovite,black,5-6,Vitreous - Greasy,,
3.86,Waylandite,white,4-5,Vitreous - Dull,,
3.87,Jarlite,colorless,4-4.5,Vitreous (Glassy),,
3.87,Noelbensonite !,"brown, dark",4,Vitreous - Greasy,,
3.87,Yanomamite,"green, blue",5.5-6,Vitreous (Glassy),,
3.88,Ancylite-(La) !,yellow,4-4.5,Vitreous (Glassy),,
3.88,Pinakiolite,black,6,Adamantine - Metallic,,
3.88,Schwertmannite,"yellow, brownish",2.5-3.5,Earthy (Dull),,
3.89,Cabalzarite !,"brown, light",5,Vitreous (Glassy),,
3.89,Jorgensenite !,colorless,3.5-4,Vitreous (Glassy),,
3.89,Wickmanite,yellow,3-4,Vitreous (Glassy),,
3.90,Althupite,yellow,3.5-4,Vitreous (Glassy),,
3.90,Anatase,black,5.5-6,Adamantine - Resinous,,
3.90,Ancylite-(Ce),brown,4.5,Vitreous - Greasy,,
3.90,Andradite,black,6.5-7,Vitreous (Glassy),,
3.90,Antlerite,green,3,Vitreous (Glassy),,
3.90,Bijvoetite-(Y),"yellow, sulfur",2,Vitreous (Glassy),,
3.90,Brockite,white,3-4,Vitreous - Greasy,,
3.90,Calcioandyrobertsite-2O !,"blue, intense",3-4,Vitreous (Glassy),,
3.90,Chenevixite,"green, yellow",4,Greasy (Oily),,
3.90,Cuzticite,brown,3,Adamantine,,
3.90,Durangite,"yellow, light",5.5,Vitreous (Glassy),,
3.90,Graulichite-(Ce) !,"green, light",-,Resinous,,
3.90,Maxwellite,"red, dark",5-5.5,Vitreous (Glassy),,
3.90,Radovanite !,"green, pistachio",-,Vitreous (Glassy),,
3.90,Ribbeite,pink,5,Vitreous (Glassy),,
3.90,Rollandite !,"green, bottle",4-4.5,Vitreous (Glassy),,
3.90,Uranophane,yellow,2.5,Vitreous (Glassy),,
3.90,Uranophane-beta,green,2.5-3,Vitreous - Silky,,
3.91,Galileiite !,"brown, very pale amber",4,Waxy,,
3.91,Hodgkinsonite,"pink, light",4.5-5,Vitreous (Glassy),,
3.91,Kulanite,blue,4,Vitreous - Adamantine,,
3.91,Taramellite,"brown, reddish",5.5,Vitreous - Resinous,,
3.92,Byelorussite-(Ce),yellow,5.5-6,Vitreous (Glassy),,
3.92,Getchellite,"red, blood",1.5-2,Vitreous - Pearly,,
3.92,Manganilvaite !,black,5.5-6,Vitreous (Glassy),,
3.92,Reppiaite,"red, orange",3-3.5,Vitreous (Glassy),,
3.93,Nanlingite,"red, brown",2.5,Vitreous (Glassy),,
3.93,Allanite-(La) !,brown,6,Vitreous (Glassy),,
3.93,Kamotoite-(Y),yellow,-,Vitreous (Glassy),,
3.93,Makarochkinite !,black,5.5-6,Vitreous (Glassy),,
3.93,Nantokite,colorless,2-2.5,Adamantine,,
3.93,Spertiniite,blue,-,Vitreous (Glassy),,
3.94,Deloneite-(Ce) !,"yellow, bright",5,Vitreous (Glassy),,
3.94,Anandite,black,3-4,Vitreous (Glassy),,
3.94,Olgite ?,blue,4.5,Vitreous (Glassy),,
3.94,Rhabdophane-(La),brown,3-4,Greasy (Oily),,
3.95,Zwieselite,"brown, dark",5-5.5,Vitreous - Resinous,,
3.95,Ferrosilite,colorless,5-6,Vitreous (Glassy),,
3.95,Celestine,blue,3-3.5,Vitreous (Glassy),,
3.95,Hercynite,black,7.5,Vitreous (Glassy),,
3.95,Metauranocircite,green,2-2.5,Pearly,,
3.95,Sonoraite,"green, yellow",3,Vitreous (Glassy),,
3.96,Bario-orthojoaquinite,yellow,5-5.5,Vitreous (Glassy),,
3.96,Hidalgoite,"white, gray",4.5,Earthy (Dull),,
3.96,Innelite,brown,4.5-5,Vitreous - Greasy,,
3.96,Kinichilite,"brown, dark",2,Subadamantine,,
3.96,Siderite,"brown, yellowish",3.5,Vitreous (Glassy),,
3.96,Yftisite-(Y) ?,yellow,3.5-4,Vitreous - Greasy,,
3.97,Pseudomalachite,"green, blue",4-5,Vitreous - Greasy,,
3.97,Brochantite,green,3.5-4,Vitreous - Pearly,,
3.97,Clinobarylite !,colorless,6.5,Vitreous (Glassy),,
3.97,Kolwezite,"brown, beige",4,Vitreous (Glassy),,
3.97,Lepersonnite-(Gd),"yellow, bright",-,Vitreous (Glassy),,
3.97,Lukechangite-(Ce) !,colorless,4.5,Vitreous - Pearly,,
3.98,Jimboite,"brown, light purple",5.5,Vitreous (Glassy),,
3.98,Wakabayashilite,"yellow, golden",1.5,Silky,,
4.00,Synchysite-(Y),"brown, reddish",6-6.5,Earthy (Dull),,
4.00,Alleghanyite,white,6-5,Vitreous (Glassy),,
4.00,Bario-olgite !,"green, light",4-4.5,Vitreous (Glassy),,
4.00,Bariopyrochlore,"gray, green",4.5-5,Resinous,,
4.00,Claudetite,colorless,2.5,Vitreous - Adamantine,,
4.00,Epidote-(Pb) !,brown,6-7,Vitreous - Dull,,
4.00,Ferrisurite,"green, forest",2-2.5,Silky,,
4.00,Grayite,"yellow, light",3-4,Resinous,,
4.00,Henrymeyerite !,black,5-6,Adamantine,,
4.00,Jerrygibbsite,"pink, violet",5.5,Vitreous (Glassy),,
4.00,Kimzeyite,"brown, dark",7,Vitreous (Glassy),,
4.00,Legrandite,yellow,4-5,Vitreous (Glassy),,
4.00,Majorite,"brown, yellow",7-7.5,Vitreous (Glassy),,
4.00,Metalodevite,"yellow, light",2-2.5,Vitreous (Glassy),,
4.00,Moluranite,black,3-4,Resinous,,
4.00,Rhabdophane-(Ce),white,3.5,Greasy (Oily),,
4.00,Rhabdophane-(Nd),"white, yellowish",3-4,Greasy (Oily),,
4.00,Surite,white,2-3,Vitreous (Glassy),,
4.00,Suzukiite,"green, light",4-4.5,Vitreous (Glassy),,
4.00,Swamboite,"yellow, light",2.5,Vitreous (Glassy),,
4.00,Theophrastite,"green, emerald",3.5,Vitreous (Glassy),,
4.00,Tristramite,"yellow, green",3-4,Greasy (Oily),,
4.01,Piretite !,"yellow, lemon",2.5,Pearly,,
4.01,Brianyoungite,colorless,2-2.5,Vitreous (Glassy),,
4.01,Jagowerite,"green, light",4.5,Vitreous (Glassy),,
4.01,Woodruffite,brown,4.5,Earthy (Dull),,
4.01,Andyrobertsite !,"blue, electric",3,Vitreous (Glassy),,
4.01,Calcioandyrobertsite-1M !,"blue, electric",3,Vitreous (Glassy),,
4.02,Painite,brownish,8,Vitreous (Glassy),,
4.02,Hejtmanite,"yellow, golden",4.5,Vitreous (Glassy),,
4.02,Bjarebyite,"green, emerald",4,Subadamantine,,
4.02,Blatonite !,"yellow, canary",2-3,Silky,,
4.02,Harrisonite !,"brown, yellow",4-5,Vitreous (Glassy),,
4.02,Meymacite,"brown, yellow",-,Vitreous - Resinous,,
4.02,Vyuntspakhkite-(Y),colorless,6-7,Adamantine,,
4.02,Yuanfuliite,black,6-6.5,Adamantine,,
4.03,Synchysite-(Ce),brown,4.5,Vitreous - Greasy,,
4.03,Kurumsakite,"yellow, greenish",-,Vitreous - Silky,,
4.03,Marecottite !,"orange, yellow",3,Vitreous (Glassy),,
4.03,Pabstite,colorless,6,Vitreous (Glassy),,
4.03,Wurtzite,"black, brownish",3.5-4,Adamantine - Resinous,,
4.04,Natanite,"brown, greenish",5,Vitreous (Glassy),,
4.04,Osarizawaite,green,3-4,Earthy (Dull),,
4.04,Metaheinrichite,"green, yellowish",2.5,Vitreous - Pearly,,
4.04,Mushistonite,"green, brownish",4-4.5,Vitreous (Glassy),,
4.04,Pattersonite !,yellow,4.5,Adamantine,,
4.04,Srebrodolskite,"red, brown",5.5,Adamantine - Metallic,,
4.04,Thorbastnasite,brown,4-4.5,Vitreous - Greasy,,
4.05,Barylite,bluish,6-7,Vitreous (Glassy),,
4.05,Corundum,blue,9,Vitreous (Glassy),,
4.05,Johntomaite !,"black, greenish",4.5,Vitreous - Greasy,,
4.05,Sengierite,green,2.5,Vitreous - Adamantine,,
4.05,Sphalerite,brown,3.5-4,Resinous - Greasy,,
4.05,Vesignieite,"green, yellow",3.5-4,Vitreous (Glassy),,
4.05,Willemite,white,5.5,Vitreous - Resinous,,
4.05,Zemannite,"brown, light",-,Vitreous - Adamantine,,
4.06,Francoisite-(Nd),yellow,3,Vitreous (Glassy),,
4.06,Peretaite,colorless,3.5-4,Vitreous (Glassy),,
4.07,Clinoferrosilite,brown,5-6,Vitreous (Glassy),,
4.07,Ferrotaaffeite-6N3S,"green, light",8-8.5,Vitreous (Glassy),,
4.07,Grattarolaite !,brown,-,Greasy (Oily),,
4.07,Philipsburgite,"green, emerald",3-4,Vitreous (Glassy),,
4.07,Vismirnovite,"yellow, light",4,Vitreous (Glassy),,
4.08,Berzeliite,orange,4.5-5,Resinous,,
4.08,Calderite,"yellow, dark",-,Vitreous (Glassy),,
4.08,Cornwallite,"green, light",4-5,Earthy (Dull),,
4.08,Ilinskite !,"green, emerald",1.5-2,Vitreous - Adamantine,,
4.08,Khristovite-(Ce),brown,5,Vitreous (Glassy),,
4.08,Melanothallite,"black, bluish",-,Vitreous (Glassy),,
4.08,Tundrite-(Ce),"yellow, brownish",3,Vitreous (Glassy),,
4.10,Arsenoflorencite-(Ce),white,3.5,Vitreous (Glassy),,
4.10,Arsenoflorencite-(Nd) *,white,3.5,Vitreous (Glassy),,
4.10,Conichalcite,"green, yellow",4.5,Vitreous - Greasy,,
4.10,Cornetite,"blue, greenish",4.5,Vitreous (Glassy),,
4.10,Fontanite,"yellow, honey",3,Vitreous (Glassy),,
4.10,Franciscanite-III,red,4,Vitreous (Glassy),,
4.10,Franciscanite-VIII,red,4,Vitreous (Glassy),,
4.10,Haynesite,"yellow, brownish",1.5-2,Vitreous (Glassy),,
4.10,Orthojoaquinite-(La) !,brown,5,Silky,,
4.10,Phosphuranylite,"yellow, golden",2.5,Vitreous - Pearly,,
4.10,Rabejacite,yellow,3,Vitreous (Glassy),,
4.10,Rosasite,"green, blue",4,Vitreous - Silky,,
4.10,Sphaerocobaltite,"brown, gray",3-4,Vitreous - Adamantine,,
4.10,Strelkinite,"yellow, golden",2.5,Silky - Pearly,,
4.10,Weeksite,yellow,1-2,Waxy,,
4.10,Xocolatlite !,"brown, chocolate",2-3,Vitreous (Glassy),,
4.10,Zdenekite,blue,1.5-2,Vitreous (Glassy),,
4.10,Zincrosasite,white,4.5,Subadamantine,,
4.11,Bafertisite,red,5,Vitreous (Glassy),,
4.11,Holdenite,"red, yellowish",4,Vitreous (Glassy),,
4.12,Brezinaite,"gray, brownish",3.5-4.5,Metallic - Dull,,
4.13,Austinite,brown,4-4.5,Subadamantine,,
4.13,Ceriopyrochlore-(Ce),"brown, resin",5-5.5,Resinous,,
4.13,Melanocerite-(Ce),brown,5-6,Resinous,,
4.13,Sarkinite,yellow,4-5,Greasy (Oily),,
4.14,Tarbuttite,brown,4,Vitreous - Pearly,,
4.14,Groutite,"black, blue",5.5,Adamantine - Metallic,,
4.15,Downeyite,colorless,-,Adamantine,,
4.15,Arsenoflorencite-(La) *,white,3.5,Vitreous (Glassy),,
4.15,Johillerite,violet,3,Vitreous (Glassy),,
4.15,Retzian-(Ce),"brown, dark",4,Vitreous - Greasy,,
4.16,Arsenoclasite,"brown, orange",5-6,Adamantine,,
4.16,Belkovite !,brown,6-7,Adamantine,,
4.16,Margarosanite,colorless,2.5-3,Pearly,,
4.16,Tomichite,black,6,Resinous,,
4.17,Kolicite,"orange, yellow",4.5,Vitreous (Glassy),,
4.18,Nabokoite,yellow,2-2.5,Vitreous (Glassy),,
4.18,Spessartine,red,6.5-7.5,Vitreous - Resinous,,
4.18,Usovite,brown,3.5,Vitreous - Greasy,,
4.19,Belovite-(Ce),"yellow, honey",5,Vitreous - Greasy,,
4.19,Belovite-(La) !,yellow,5,Vitreous (Glassy),,
4.20,Almandine,brown,7-8,Vitreous - Resinous,,
4.20,Beudantite,brown,4,Adamantine,,
4.20,Atlasovite,"brown, dark",2-2.5,Vitreous (Glassy),,
4.20,Carnotite,yellow,2,Pearly,,
4.20,Dixenite,bronze,3-4,Vitreous (Glassy),,
4.20,Fluorcalciobritholite !,"brown, pale pinkish",5.5,Vitreous (Glassy),,
4.20,Gadolinite-(Ce),black,6.5-7,Vitreous (Glassy),,
4.20,Gilmarite !,"blue, greenish",3,Vitreous (Glassy),,
4.20,Nordenskioldine,colorless,5.5-6,Vitreous - Pearly,,
4.20,Thalenite-(Y),pink,6-6.5,Vitreous (Glassy),,
4.20,Tritomite-(Ce),"brown, dark",5.5,Vitreous - Resinous,,
4.21,Gagarinite-(Y),yellow,4.5,Vitreous - Dull,,
4.21,Manganiandrosite-(La) !,"brown, reddish",-,Vitreous (Glassy),,
4.21,Synchysite-(Nd),"violet, light",4.5,Earthy (Dull),,
4.21,Vonsenite,"black, greenish",5,Adamantine - Metallic,,
4.22,Ferriallanite-(Ce) !,black,6,Vitreous - Resinous,,
4.22,Magnesionigerite-2N1S,brown,8-8.5,Vitreous (Glassy),,
4.22,Magnesionigerite-6N6S !,brown,8-8.5,Vitreous (Glassy),,
4.22,Phurcalite,yellow,3,Vitreous - Adamantine,,
4.23,Lotharmeyerite,"orange, dark reddish",3,Vitreous (Glassy),,
4.23,Mourite,violet,3,Adamantine,,
4.24,Tooeleite,"orange, brown",3,Greasy (Oily),,
4.24,Bruggenite,colorless,3.5,Vitreous (Glassy),,
4.24,Fluorthalenite-(Y) !,colorless,4-5,Adamantine,,
4.24,Warikahnite,colorless,2,Vitreous (Glassy),,
4.25,Britholite-(Y),"brown, reddish",5,Resinous,,
4.25,Ferrilotharmeyerite,"yellow, brownish",3,Adamantine - Greasy,,
4.25,Ferrimolybdite,yellow,2.5-3,Silky,,
4.25,Gadolinite-(Y),brown,6.5-7,Vitreous - Greasy,,
4.25,Minasgeraisite-(Y),violet,6-7,Vitreous - Dull,,
4.25,Olivenite,"green, olive",3,Vitreous - Greasy,,
4.25,Pseudocotunnite,colorless,-,Earthy (Dull),,
4.25,Rutile,"red, blood",6-6.5,Adamantine,,
4.25,Tengchongite,yellow,2-2.5,Vitreous (Glassy),,
4.25,Tephroite,gray,6.5,Vitreous - Greasy,,
4.26,Arseniopleite,cherry,3.5,Greasy (Oily),,
4.26,Lindgrenite,green,4.5,Greasy (Oily),,
4.26,Szenicsite,"green, dark",3.5-4,Adamantine,,
4.27,Romanite,gray,6.5-7,Vitreous - Metallic,,
4.27,Reinerite,blue,5-5.5,Vitreous - Adamantine,,
4.27,Uranotungstite,brownish,2,Earthy (Dull),,
4.28,Mannardite,black,7,Adamantine,,
4.28,Yttrobetafite-(Y),greenish,4.5-5.5,Greasy (Oily),,
4.29,Swedenborgite,"yellow, brownish",8,Vitreous (Glassy),,
4.29,Caryinite,brown,4,Greasy (Oily),,
4.29,Manjiroite,"gray, brownish",7,Earthy (Dull),,
4.30,Clinoclase,"green, dark verdigris",2.5-3,Vitreous - Pearly,,
4.30,Corkite,"yellow, brownish",3.5-4.5,Vitreous - Resinous,,
4.30,Kintoreite,"white, cream",4,Vitreous - Greasy,,
4.30,Cobaltzippeite,orange,5-5.5,Earthy (Dull),,
4.30,Freudenbergite,"black, brownish",-,Vitreous (Glassy),,
4.30,Gahnite,"green, bluish",8,Vitreous (Glassy),,
4.30,Heterogenite-3R,black,4-5,Metallic - Dull,,
4.30,Kuliokite-(Y),colorless,4-5,Adamantine,,
4.30,Magnussonite,"green, blue",3.5-4,Vitreous (Glassy),,
4.30,Metadelrioite,"green, pale yellow",2,Vitreous - Pearly,,
4.30,Natrozippeite,yellow,5-5.5,Earthy (Dull),,
4.30,Nickelaustinite,"green, grass",4,Silky,,
4.30,Nickelzippeite,yellow,5-5.5,Earthy (Dull),,
4.30,Witherite,colorless,3-3.5,Vitreous (Glassy),,
4.30,Zinc-zippeite,yellow,5-5.5,Earthy (Dull),,
4.30,Betafite,brown,5-5.5,Vitreous - Greasy,,
4.30,Fleischerite,white,2.5-3,Silky,,
4.30,Zhonghuacerite-(Ce),yellow,4.5,Vitreous - Resinous,,
4.31,Babefphite,white,3.5-4,Vitreous - Greasy,,
4.31,Curetonite,"green, bright yellowish",3.5,Vitreous (Glassy),,
4.31,Leiteite,brown,1.5-2,Pearly,,
4.31,Prosperite,colorless,4.5,Vitreous - Silky,,
4.31,Pseudojohannite !,"gray, olive",-,Vitreous (Glassy),,
4.32,Abhurite,colorless,2,Chatoyant,,
4.33,Palmierite,colorless,2,Vitreous - Pearly,,
4.33,Philipsbornite,colorless,4.5,Vitreous (Glassy),,
4.34,Manganberzeliite,"yellow, grayish",4.5-5,Resinous,,
4.34,Powellite,blue,3.5,Adamantine - Resinous,,
4.34,Zincolivenite !,green,-,Vitreous (Glassy),,
4.35,Calciobetafite,"brown, reddish",4.5-5.5,Resinous,,
4.35,Mroseite,colorless,4,Adamantine,,
4.35,Okanoganite-(Y),"brown, light",4,Vitreous - Dull,,
4.35,Parisite-(Nd),"yellow, brownish",4-5,Vitreous (Glassy),,
4.35,Plumalsite *,colorless,5-6,Vitreous (Glassy),,
4.35,Reichenbachite,"green, dark",3.5,Vitreous (Glassy),,
4.35,Stishovite,colorless,7.5-8,Vitreous (Glassy),,
4.36,Beaverite,yellow,3.5-4.5,Vitreous (Glassy),,
4.36,Parisite-(Ce),brown,4.5,Vitreous - Greasy,,
4.36,Zincohogbomite-2N2S !,"brown, deep",7,Adamantine,,
4.37,Perrierite-(Ce),black,5.5,Resinous,,
4.37,Zairite,greenish,4.5,Vitreous - Resinous,,
4.38,Ludlockite,"red, copper",1.5-2,Subadamantine,,
4.39,Ludlockite-(Pb) *,"brown, reddish",1.5-2,Subadamantine,,
